iso_code,comtinent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_per_case,positive_rate,stringency_index,population,,,,,,,,,,,,
IND,Asia,India,837428,62939,3277,29861,1129,897,33,21,0,619652,21484402,15,0,534380,0,9,0,1,450,28,5,3,6426,21,282,10,1,20,59,0,69
